n,perc50,concept_name.x.x,concept_code.y,concept_name.y,vocabulary_id.x,concept_code.x,concept_id,unit_concept_id,mean_ratio,perc03,perc25,perc75,perc97,concept_name.x.y,QualUnitCnt,maxN,meanN,medianN,allQualUnits,allQualUnitsNs,allQualUnitsMedians,max_mean_ratio,type
4,0.7323888691998937,Complement C3 [Mass/volume] in Serum or Plasma,mg/dL,milligram per deciliter,LOINC,4485-9,3000620,8840,0.6530291381914657,0.17596187691390383,0.38586433559797956,0.9995536717933798,0.9999464406152055,Complement C3 [Mass/volume] in Serum or Plasma,1,4,4,4,mg/dL,4,0.73,0.6530291381914657,A
4,0.8157956642374582,Metamyelocytes/100 leukocytes in Blood by Manual count,%,percent,LOINC,740-1,3000666,8554,0.7201286364147836,0.28337772575907416,0.5360441219746858,0.9998801786775561,0.9999856214413068,Metamyelocytes/100 leukocytes in Blood by Manual count,1,4,4,4,%,4,0.82,0.7201286364147836,A
4,0.98719391643623,Lymphocytes %,%,percent,LOINC,26478-8,3002030,8554,0.8972870975287279,0.6471656569729591,0.8848030549966786,0.9996779589682795,0.9999613550761935,Lymphocytes %,1,4,4,4,%,4,0.99,0.8972870975287279,A
4,0.8450209871182515,Sodium [Moles/volume] in Urine,mmol/L,millimole per liter,LOINC,2955-3,3003181,8753,0.7825663274111178,0.462707012902536,0.6275873145293692,1,1,Sodium [Moles/volume] in Urine,1,4,4,4,mmol/L,4,0.85,0.7825663274111178,A
4,0.8016042202896108,Hemoglobin A1c (Glycated),%,percent,LOINC,4548-4,3004410,8554,0.7923226064043825,0.6641943201093559,0.7397012319529996,0.8542255947409936,0.9052290459276346,Hemoglobin A1c (Glycated),1,4,4,4,%,4,0.8,0.7923226064043825,A
4,0.966441625777477,Glucose lab,mg/dL,milligram per deciliter,LOINC,2345-7,3004501,8840,0.7765891811357891,0.24293601315132385,0.7505478590142141,0.9924829478990522,0.9988843399078862,Glucose lab,1,4,4,4,mg/dL,4,0.97,0.7765891811357891,A
4,0.796531275406966,Vancomycin [Mass/volume] in Serum or Plasma,ug/mL,microgram per milliliter,LOINC,20578-1,3005715,8859,0.7914698630555957,0.5746390098549443,0.5880011384625617,1,1,Vancomycin [Mass/volume] in Serum or Plasma,1,4,4,4,ug/mL,4,0.8,0.7914698630555957,A
4,0.9288481261810116,Alanine aminotransferase serum/plasma,[U]/L,unit per liter,LOINC,1742-6,3006923,8645,0.7535639544265401,0.21968437552347742,0.6825996501719719,0.99981243043558,0.9999774916522696,Alanine aminotransferase serum/plasma,1,4,4,4,[U]/L,4,0.93,0.7535639544265401,A
4,0.8114754098360655,Chloride [Moles/volume] in Urine,mmol/L,millimole per liter,LOINC,2078-4,3007733,8753,0.7529450319310309,0.40990024409780507,0.5644204417670964,1,1,Chloride [Moles/volume] in Urine,1,4,4,4,mmol/L,4,0.81,0.7529450319310309,A
4,0.656323959844452,Osmolality of Serum or Plasma,mosm/kg,milliosmole per kilogram,LOINC,2692-2,3008295,8862,0.6016288134641534,0.11369333066627002,0.2590839716557129,0.9988688016528926,0.9998642561983471,Osmolality of Serum or Plasma,1,4,4,4,mosm/kg,4,0.66,0.6016288134641534,A
4,0.9347511525063237,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,1834-1,3009306,8842,0.9405081179180446,0.8931183834693649,0.8972233620748135,0.9780359083495547,0.9973392756419466,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma,1,4,4,4,ng/mL,4,0.93,0.9405081179180446,A
4,0.9886022335766089,Hematocrit,%,percent,LOINC,20570-8,3009542,8554,0.9824971583243001,0.9550897296891191,0.9719971956867892,0.9991021962141198,0.9998922635456944,Hematocrit,1,4,4,4,%,4,0.99,0.9824971583243001,A
4,0.9739033540845166,C peptide [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,1986-9,3010084,8842,0.9735642587235076,0.9466522984649605,0.9481334245580241,0.99933418825,0.99992010259,C peptide [Mass/volume] in Serum or Plasma,1,4,4,4,ng/mL,4,0.97,0.9735642587235076,A
4,0.9922707245677038,Cyclosporine [Mass/volume] in Blood,ng/mL,nanogram per milliliter,LOINC,3520-4,3010375,8842,0.9484712021796421,0.8251111876428632,0.9407419267473458,1,1,Cyclosporine [Mass/volume] in Blood,1,4,4,4,ng/mL,4,0.99,0.9484712021796421,A
4,0.9993635302853505,Digoxin [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,10535-3,3011335,8842,0.9373773292877148,0.7730972889393068,0.9367408595730654,1,1,Digoxin [Mass/volume] in Serum or Plasma,1,4,4,4,ng/mL,4,1,0.9373773292877148,A
4,0.830052374932274,Promyelocytes/100 leukocytes in Blood by Manual count,%,percent,LOINC,783-1,3011587,8554,0.7218399631074323,0.26621157082212404,0.5518923380397063,1,1,Promyelocytes/100 leukocytes in Blood by Manual count,1,4,4,4,%,4,0.83,0.7218399631074323,A
4,0.6561848875088921,Base excess of blood,mmol/L,millimole per liter,LOINC,11555-0,3012501,8753,0.6428781486048843,0.45881688129470366,0.5936197168499973,0.7054433192637791,0.8051163641124923,Base excess of blood,1,4,4,4,mmol/L,4,0.66,0.6428781486048843,A
4,0.9709533983256123,Urea nitrogen serum/plasma,mg/dL,milligram per deciliter,LOINC,3094-0,3013682,8840,0.7794088482902406,0.2447856559813789,0.7512040921067484,0.9991581545091045,0.9998989785410926,Urea nitrogen serum/plasma,1,4,4,4,mg/dL,4,0.97,0.7794088482902406,A
4,0.9169519165787716,Aspartate aminotransferase serum/plasma,[U]/L,unit per liter,LOINC,1920-8,3013721,8645,0.747573337208316,0.2174597881896118,0.6653084532914797,0.9992168004956079,0.9999060160594729,Aspartate aminotransferase serum/plasma,1,4,4,4,[U]/L,4,0.92,0.747573337208316,A
4,0.886804098999221,Erythrocyte sedimentation rate,mm/h,millimeter per hour,LOINC,30341-2,3015183,8752,0.7114409250444909,0.13528624480322432,0.5982450240437118,1,1,Erythrocyte sedimentation rate,1,4,4,4,mm/h,4,0.89,0.7114409250444909,A
4,0.9916682115523403,Eosinophils/100 leukocytes in Blood by Manual count,%,percent,LOINC,714-6,3015956,8554,0.867492960140455,0.5313594883750685,0.8593360084398821,0.9998251632529132,0.9999790195903496,Eosinophils/100 leukocytes in Blood by Manual count,1,4,4,4,%,4,0.99,0.867492960140455,A
4,0.915151199327928,Potassium [Moles/volume] in Urine,mmol/L,millimole per liter,LOINC,2828-2,3016038,8753,0.8024618365589005,0.42013761050659565,0.7178171386368285,0.9997958972500001,0.99997550767,Potassium [Moles/volume] in Urine,1,4,4,4,mmol/L,4,0.92,0.8024618365589005,A
4,0.9623526180227805,Creatinine serum/plasma,mg/dL,milligram per deciliter,LOINC,2160-0,3016723,8840,0.7756262686135287,0.24512077697686074,0.7388076598111112,0.999171226825198,0.9999005472190238,Creatinine serum/plasma,1,4,4,4,mg/dL,4,0.96,0.7756262686135287,A
4,0.8053338773951294,Myelocytes/100 leukocytes in Blood by Manual count,%,percent,LOINC,749-2,3018229,8554,0.7047637034047777,0.24460745127918107,0.510223662581594,0.9998739182183132,0.9999848701861975,Myelocytes/100 leukocytes in Blood by Manual count,1,4,4,4,%,4,0.81,0.7047637034047777,A
4,0.9589986855835031,Erythrocyte distribution width [Ratio] by Automated count,%,percent,LOINC,788-0,3019897,8554,0.8263896657747816,0.43556400029330605,0.78758386160867,0.9978044897496148,0.9997365387699537,Erythrocyte distribution width [Ratio] by Automated count,1,4,4,4,%,4,0.96,0.8263896657747816,A
4,0.9600288774487895,Protein serum/plasma,g/dL,gram per deciliter,LOINC,2885-2,3020630,8713,0.7835721624206294,0.2778910505363062,0.7447321927129983,0.9988688471564207,0.9998642616587705,Protein serum/plasma,1,4,4,4,g/dL,4,0.96,0.7835721624206294,A
4,0.734757006402438,Calcium.ionized [Moles/volume] in Blood,mmol/L,millimole per liter,LOINC,1994-3,3021119,8753,0.7236358709618,0.44967990551140086,0.6304497582846296,0.8279431190796084,0.979353174289553,Calcium.ionized [Moles/volume] in Blood,1,4,4,4,mmol/L,4,0.73,0.7236358709618,A
4,0.9838972256507617,Troponin I.cardiac [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,10839-9,3021337,8842,0.909125901242404,0.6958948289192618,0.8952564474278367,0.997766679465329,0.9997320015358395,Troponin I.cardiac [Mass/volume] in Serum or Plasma,1,4,4,4,ng/mL,4,0.98,0.909125901242404,A
4,0.9908592889617123,Monocytes/100 leukocytes in Blood by Manual count,%,percent,LOINC,744-3,3022407,8554,0.892399308817876,0.6233389878233759,0.8833814113088826,0.9998771864707057,0.9999852623764847,Monocytes/100 leukocytes in Blood by Manual count,1,4,4,4,%,4,0.99,0.892399308817876,A
4,0.8319418555620939,Hematocrit [Volume Fraction] of Blood by Automated count,%,percent,LOINC,4544-3,3023314,8554,0.6547704463897591,0.10077476565017265,0.60980707680367785,0.8769052251481753,0.9182050160867166,Hematocrit [Volume Fraction] of Blood by Automated count,1,4,4,4,%,4,0.83,0.6547704463897591,A
4,0.9684916955477858,Total Bilirubin serum/plasma,mg/dL,milligram per deciliter,LOINC,1975-2,3024128,8840,0.773213923325985,0.22640270493699843,0.7436256582802832,0.9980799605934876,0.9997695952712186,Total Bilirubin serum/plasma,1,4,4,4,mg/dL,4,0.97,0.773213923325985,A
4,0.873266880158766,Lithium [Moles/volume] in Serum or Plasma,mmol/L,millimole per liter,LOINC,14334-7,3024666,8753,0.7852601158229943,0.4261891381353228,0.6585269959817603,1,1,Lithium [Moles/volume] in Serum or Plasma,1,4,4,4,mmol/L,4,0.87,0.7852601158229943,A
4,0.577015142458657,Thyroglobulin Ab [Units/volume] in Serum or Plasma,[U]/mL,unit per milliliter,LOINC,8098-6,3025547,8763,0.6020370674944119,0.2648158063331758,0.34326649566735457,0.8357857142857144,0.9802942857142858,Thyroglobulin Ab [Units/volume] in Serum or Plasma,1,4,4,4,[U]/mL,4,0.58,0.6020370674944119,A
4,0.9763447154471545,Tacrolimus [Mass/volume] in Blood,ng/mL,nanogram per milliliter,LOINC,11253-2,3026250,8842,0.9205346369809155,0.749540745277199,0.8968793524280699,1,1,Tacrolimus [Mass/volume] in Blood,1,4,4,4,ng/mL,4,0.98,0.9205346369809155,A
4,0.6636497324508683,Thyroperoxidase Ab [Units/volume] in Serum or Plasma,[U]/mL,unit per milliliter,LOINC,8099-4,3027238,8763,0.7012442137474545,0.48264799423555804,0.5190990913170563,0.8457948548812665,0.981495382585752,Thyroperoxidase Ab [Units/volume] in Serum or Plasma,1,4,4,4,[U]/mL,4,0.66,0.7012442137474545,A
4,0.9999974262495495,Cholesterol in LDL [Mass/volume] in Serum or Plasma,mg/dL,milligram per deciliter,LOINC,2089-1,3028437,8840,0.973910019079439,0.9050369220149779,0.9739093754546642,0.9999980698743243,0.9999997683849189,Cholesterol in LDL [Mass/volume] in Serum or Plasma,1,4,4,4,mg/dL,4,1,0.973910019079439,A
4,0.974799732977303,Urate [Mass/volume] in Urine,mg/dL,milligram per deciliter,LOINC,3086-6,3033526,8840,0.908739899989489,0.7091416738789631,0.883539632966792,1,1,Urate [Mass/volume] in Urine,1,4,4,4,mg/dL,4,0.97,0.908739899989489,A
4,0.9201551316017944,Alkaline phosphatase serum/plasma,[U]/L,unit per liter,LOINC,6768-6,3035995,8645,0.749333065912468,0.21863963166630135,0.6705022606131041,0.9989859369011582,0.999878312428139,Alkaline phosphatase serum/plasma,1,4,4,4,[U]/L,4,0.92,0.749333065912468,A
4,0.985027076920802,Folate [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,2284-8,3036987,8842,0.9836109740113521,0.9648995392512065,0.9686380509321542,1,1,Folate [Mass/volume] in Serum or Plasma,1,4,4,4,ng/mL,4,0.99,0.9836109740113521,A
4,0.8919676115262449,Lymphocytes/100 leukocytes in Blood by Automated count,%,percent,LOINC,736-9,3037511,8554,0.7980553268804154,0.47693465377812017,0.7563473754046939,0.9336755630019664,0.9651598531635502,Lymphocytes/100 leukocytes in Blood by Automated count,1,4,4,4,%,4,0.89,0.7980553268804154,A
3,0.942111969,Microalbumin urine,mg/dL,milligram per deciliter,LOINC,14957-5,3000034,8840,0.6993440205807376,0.21176075574826697,0.553627281100142,0.9664447342709643,0.987857567709413,Microalbumin urine,1,3,3,3,mg/dL,3,0.94,0.6993440205807376,A
3,0.9977092640843419,Parathyrin.intact [Mass/volume] in Serum or Plasma,pg/mL,picogram per milliliter,LOINC,2731-8,3000067,8845,0.9846325578673193,0.9586796607916196,0.9769488368009789,0.998854632042171,0.9998625558450606,Parathyrin.intact [Mass/volume] in Serum or Plasma,1,3,3,3,pg/mL,3,1,0.9846325578673193,A
3,0.9980708125283704,Antithrombin actual/normal in Platelet poor plasma by Chromogenic method,%,percent,LOINC,27811-9,3000515,8554,0.9031084911743554,0.7284636300867166,0.8546627367615331,0.9990354062641852,0.9998842487517022,Antithrombin actual/normal in Platelet poor plasma by Chromogenic method,1,3,3,3,%,3,1,0.9031084911743554,A
3,0.9945240101095197,Streptococcus pneumoniae Danish serotype 7F IgG Ab [Mass/volume] in Serum,ug/mL,microgram per milliliter,LOINC,25296-5,3000899,8859,0.9397684416420016,0.8349658765340671,0.9096526624630024,0.9972620050547598,0.9996714406065712,Streptococcus pneumoniae Danish serotype 7F IgG Ab [Mass/volume] in Serum,1,3,3,3,ug/mL,3,0.99,0.9397684416420016,A
3,0.16537672372829776,Leukocytes [#/volume] in Blood by Automated count,10*3/uL,thousand per microliter,LOINC,6690-2,3000905,8848,0.39879309660343887,0.03906501554079564,0.09818964490515833,0.5826883618641489,0.9499226034236978,Leukocytes [#/volume] in Blood by Automated count,1,3,3,3,10*3/uL,3,0.17,0.39879309660343887,A
3,0.4679223202546007,Base excess in Venous blood by calculation,mmol/L,millimole per liter,LOINC,1927-3,3002032,8753,0.3930209114726391,0.12745633072445123,0.28682338965345733,0.5366691376828017,0.5971663370196185,Base excess in Venous blood by calculation,1,3,3,3,mmol/L,3,0.47,0.3930209114726391,A
3,0.9945605273054625,Iron [Mass/volume] in Serum or Plasma,ug/dL,microgram per deciliter,LOINC,2498-4,3002400,8837,0.9212682794041328,0.7827632838908477,0.8819024191061993,0.9972802636527313,0.9996736316383278,Iron [Mass/volume] in Serum or Plasma,1,3,3,3,ug/dL,3,0.99,0.9212682794041328,A
3,0.9994725381733591,Acetaminophen [Mass/volume] in Serum or Plasma,ug/mL,microgram per milliliter,LOINC,3298-7,3002617,8859,0.7822394507653817,0.3863794175658204,0.6733591761480726,0.9997362690866796,0.9999683522904016,Acetaminophen [Mass/volume] in Serum or Plasma,1,3,3,3,ug/mL,3,1,0.7822394507653817,A
3,0.9184835810269645,Glucose [Mass/volume] in Serum or Plasma --baseline,mg/dL,milligram per deciliter,LOINC,1547-9,3002666,8840,0.7421570081158362,0.34461721158292924,0.6132355121737543,0.9592417905134822,0.9951090148616178,Glucose [Mass/volume] in Serum or Plasma --baseline,1,3,3,3,mg/dL,3,0.92,0.7421570081158362,A
3,0.9421720733427362,Base excess in Capillary blood by calculation,mmol/L,millimole per liter,LOINC,1926-5,3003129,8753,0.8375070780810261,0.5926585356468858,0.7562606171215391,0.9710860366713681,0.9965303244005642,Base excess in Capillary blood by calculation,1,3,3,3,mmol/L,3,0.94,0.8375070780810261,A
3,0.715198296513175,Base excess in Arterial blood by calculation,mmol/L,millimole per liter,LOINC,1925-7,3003396,8753,0.6626955372504691,0.47900883467843147,0.5895656040478859,0.7620768500844053,0.8033299772270879,Base excess in Arterial blood by calculation,1,3,3,3,mmol/L,3,0.72,0.6626955372504691,A
3,0.980621035260632,Sex hormone binding globulin [Moles/volume] in Serum or Plasma,nmol/L,nanomole per liter,LOINC,13967-5,3004248,8736,0.9520966657804167,0.8825165630956828,0.928437805385659,0.990017710915282,0.9982867854913741,Sex hormone binding globulin [Moles/volume] in Serum or Plasma,1,3,3,3,nmol/L,3,0.98,0.9520966657804167,A
3,0.9921707913229453,Prolactin [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,2842-3,3004722,8842,0.9711314747846734,0.9254804625285872,0.9566972121770101,0.9960853956614726,0.9995302474793767,Prolactin [Mass/volume] in Serum or Plasma,1,3,3,3,ng/mL,3,0.99,0.9711314747846734,A
3,0.935896833820173,Transferrin [Mass/volume] in Serum or Plasma,mg/dL,milligram per deciliter,LOINC,3034-6,3004789,8840,0.6660610530634092,0.1462701200561664,0.5158826243712333,0.951157372133967,0.9645866458501058,Transferrin [Mass/volume] in Serum or Plasma,1,3,3,3,mg/dL,3,0.94,0.6660610530634092,A
3,0.919796887364811,Bands %,%,percent,LOINC,26508-2,3004809,8554,0.7952246830247869,0.493120505549581,0.6928413651226674,0.9598941030969184,0.9951796529411729,Bands %,1,3,3,3,%,3,0.92,0.7952246830247869,A
3,0.9738973372953447,Free PSA serum/plasma,ng/mL,nanogram per milliliter,LOINC,10886-0,3005013,8842,0.9818053757658142,0.9716615028396928,0.9727080636487213,0.9869486686476723,0.9984338402377206,Free PSA serum/plasma,1,3,3,3,ng/mL,3,0.97,0.9818053757658142,A
3,0.9936055090998525,Streptococcus pneumoniae Danish serotype 9V IgG Ab [Mass/volume] in Serum,ug/mL,microgram per milliliter,LOINC,30153-1,3005260,8859,0.9464264453509769,0.8545497278818845,0.9196396680264652,0.9968027545499263,0.9996163305459912,Streptococcus pneumoniae Danish serotype 9V IgG Ab [Mass/volume] in Serum,1,3,3,3,ug/mL,3,0.99,0.9464264453509769,A
3,1,Prothrombin activity actual/normal in Platelet poor plasma by Coagulation assay,%,percent,LOINC,3289-6,3005353,8554,0.7088259621466453,0.17888921325353987,0.563238943219968,1,1,Prothrombin activity actual/normal in Platelet poor plasma by Coagulation assay,1,3,3,3,%,3,1,0.7088259621466453,A
3,0.9944961896697714,Streptococcus pneumoniae Danish serotype 6B IgG Ab [Mass/volume] in Serum,ug/mL,microgram per milliliter,LOINC,27118-9,3005665,8859,0.9451771392685141,0.850242885827811,0.9177657089027712,0.9972480948348856,0.9996697713801863,Streptococcus pneumoniae Danish serotype 6B IgG Ab [Mass/volume] in Serum,1,3,3,3,ug/mL,3,0.99,0.9451771392685141,A
3,0.9762790193883815,IgG [Mass/volume] in Serum or Plasma,mg/dL,milligram per deciliter,LOINC,2465-3,3005719,8840,0.9764229426397881,0.954387161182427,0.9646344139596823,0.9881395096941907,0.9985767411633029,IgG [Mass/volume] in Serum or Plasma,1,3,3,3,mg/dL,3,0.98,0.9764229426397881,A
3,0.9997478949226037,Creatine kinase.MB [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,13969-1,3005785,8842,0.980616144507415,0.9455593799790188,0.9709242167611224,0.9998739474613019,0.9999848736953563,Creatine kinase.MB [Mass/volume] in Serum or Plasma,1,3,3,3,ng/mL,3,1,0.980616144507415,A
3,0.9006553079947576,10-Hydroxycarbazepine [Mass/volume] in Serum or Plasma,ug/mL,microgram per milliliter,LOINC,31019-3,3005839,8859,0.6497016401326194,0.09958195413860024,0.47455246019892916,0.9503276539973788,0.9940393184796854,10-Hydroxycarbazepine [Mass/volume] in Serum or Plasma,1,3,3,3,ug/mL,3,0.9,0.6497016401326194,A
3,0.9876705428903051,Phenytoin Free [Mass/volume] in Serum or Plasma,ug/mL,microgram per milliliter,LOINC,3969-3,3005893,8859,0.8769765742449503,0.6639238616272916,0.8154648613674256,0.9938352714451526,0.9992602325734183,Phenytoin Free [Mass/volume] in Serum or Plasma,1,3,3,3,ug/mL,3,0.99,0.8769765742449503,A
3,0.991810391582601,Cotinine [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,10365-5,3006028,8842,0.9910354389221006,0.9819267931676346,0.9865531583831508,0.9959051957913005,0.9995086234949561,Cotinine [Mass/volume] in Serum or Plasma,1,3,3,3,ng/mL,3,0.99,0.9910354389221006,A
3,0.2521389152390542,Urobilinogen [Units/volume] in Urine by Test strip,mg/dL,milligram per deciliter,LOINC,19161-9,3006473,8840,0.3824105200050821,0.12594486230272914,0.1850144189963281,0.5146708186308222,0.745698893615578,Urobilinogen [Units/volume] in Urine by Test strip,1,3,3,3,mg/dL,3,0.25,0.3824105200050821,A
3,0.9999175896002719,Eosinophils %,%,percent,LOINC,26450-7,3006504,8554,0.992143125781503,0.977916135855599,0.9882146886722545,0.9999587948001359,0.9999950553760163,Eosinophils %,1,3,3,3,%,3,1,0.992143125781503,A
3,0.991067913847077,Bicarbonate in blood,mmol/L,millimole per liter,LOINC,1959-6,3006576,8753,0.8056718122148326,0.45985474626040024,0.708507718322249,0.9955339569235385,0.9994640748308247,Bicarbonate in blood,1,3,3,3,mmol/L,3,0.99,0.8056718122148326,A
3,0.853341584158416,Cancer Ag 15-3 [Units/volume] in Serum or Plasma,[U]/mL,unit per milliliter,LOINC,6875-9,3006588,8763,0.7563992736482951,0.44210535762878617,0.6345989104724427,0.926670792079208,0.9912004950495049,Cancer Ag 15-3 [Units/volume] in Serum or Plasma,1,3,3,3,[U]/mL,3,0.85,0.7563992736482951,A
3,0.9811036702486633,Calcium [Mass/volume] in Urine,mg/dL,milligram per deciliter,LOINC,17862-4,3006661,8840,0.8148083254851277,0.49491878216923657,0.7224946872276916,0.9902696361243317,0.9983356860949198,Calcium [Mass/volume] in Urine,1,3,3,3,mg/dL,3,0.98,0.8148083254851277,A
3,0.9886792452830189,Streptococcus pneumoniae Danish serotype 18C IgG Ab [Mass/volume] in Serum,ug/mL,microgram per milliliter,LOINC,27395-3,3006665,8859,0.9438240386739669,0.8515460532115302,0.9157360580109504,0.9943396226415094,0.9993207547169811,Streptococcus pneumoniae Danish serotype 18C IgG Ab [Mass/volume] in Serum,1,3,3,3,ug/mL,3,0.99,0.9438240386739669,A
